Age,Gender,Region / State,Purchase Count,Total Spend,Average Order Value,Average Items Per Order,Last Purchase Days,Tenure Days,Preferred Category,Category Diversity,Preferred Channel,Session Count,Engagement Score,Campaign Engagement Score,Email Click Rate,Campaign Conversion Rate,Loyalty Score,Value Score,Purchase Frequency,Target
31.0,Male,East,12,24477.84,2097.18,2.41,8,246,Books,4,WhatsApp,20,87.85,91.2,0.264,0.091,64.27,24.71,1.4634,0
33.0,Male,West,7,9156.36,1354.24,2.82,8,226,Fashion,3,Email,11,85.68,83.04,0.286,0.104,60.82,19.68,0.9292,0
34.0,Female,Central,6,7750.88,1347.61,3.81,30,548,Sports,2,SMS,1,55.88,61.45,0.169,0.055,50.24,21.07,0.3285,0
46.0,,North,2,7334.85,4029.24,4.97,23,243,Grocery,2,SMS,6,54.88,49.76,0.218,0.058,46.5,27.44,0.2469,0
58.0,Female,North,3,2114.1,802.52,2.26,50,859,Toys,2,Email,1,12.09,16.79,0.007,0.001,35.26,16.73,0.1048,0
57.0,Female,South,4,14468.36,4035.06,1.84,34,480,Home,2,Email,5,38.5,37.81,0.141,0.059,45.57,32.68,0.25,0
52.0,Female,East,2,2248.12,1191.56,1.0,4,178,Beauty,2,Call,9,82.44,70.26,0.239,0.067,54.12,10.98,0.3371,0
47.0,Male,South,5,33333.14,6877.44,4.56,56,751,Electronics,2,Email,2,27.43,44.28,0.026,0.005,38.23,36.89,0.1997,0
56.0,Female,South,7,26262.55,3596.78,1.92,15,1698,Home,2,WhatsApp,4,22.36,46.75,0.05,0.012,43.85,31.66,0.1237,0
59.0,Female,South,1,1881.89,2199.06,1.72,20,971,Home,1,Push,6,48.06,53.15,0.206,0.043,46.1,16.59,0.0309,0
23.0,Male,Central,4,4596.26,1146.4,2.82,54,789,Sports,2,Email,0,8.57,18.32,0.021,0.003,36.51,17.4,0.1521,0
23.0,Male,North,6,12055.33,2208.91,12.61,7,915,Beauty,4,WhatsApp,13,90.86,81.72,0.566,0.208,60.21,22.77,0.1967,0
42.0,Female,South,7,16295.15,2228.96,4.53,16,190,Grocery,2,WhatsApp,13,69.01,62.85,0.328,0.059,54.17,26.78,1.1053,0
38.0,,East,2,3817.41,1851.63,1.93,14,527,Electronics,2,Email,7,56.79,61.39,0.094,0.017,48.73,30.2,0.1139,0
32.0,Male,Central,3,2100.33,700.18,5.13,5,338,Books,2,Email,6,65.03,67.64,0.27,0.059,52.92,8.42,0.2663,0
31.0,Female,South,1,2237.99,2219.52,4.1,22,138,Electronics,1,WhatsApp,6,42.01,42.36,0.141,0.017,42.71,24.44,0.2174,0
42.0,Male,West,3,1318.9,462.66,4.17,10,296,Beauty,2,Email,4,54.48,47.63,0.14,0.015,49.13,4.38,0.3041,0
38.0,Female,Central,3,5609.98,1871.04,5.01,19,561,Grocery,2,Email,3,31.66,30.03,0.058,0.011,40.02,18.56,0.1604,0
33.0,Female,Central,5,20853.91,4229.89,2.98,173,153,Electronics,2,Call,0,3.71,15.75,0.005,0.001,32.16,33.66,0.9804,0
37.0,Female,North,2,1940.85,1015.8,3.6,29,764,Sports,2,SMS,2,52.79,42.9,0.155,0.02,45.57,7.92,0.0785,0
18.0,Female,South,4,2392.94,559.17,1.04,7,156,Home,3,WhatsApp,16,77.03,80.7,0.566,0.065,57.75,6.87,0.7692,0
39.0,Female,South,4,5514.55,1323.01,4.64,6,469,Fashion,2,WhatsApp,21,85.15,69.29,0.545,0.081,58.16,22.53,0.2559,0
42.0,Male,East,6,16591.44,2743.35,2.67,66,411,Electronics,2,SMS,4,36.99,44.02,0.074,0.023,46.49,32.99,0.438,0
35.0,Female,South,3,5220.97,1689.58,2.45,52,949,Home,2,WhatsApp,9,42.66,40.59,0.117,0.017,43.93,23.53,0.0948,0
28.0,Male,West,2,1606.52,816.13,2.1,71,199,Electronics,1,WhatsApp,0,24.33,17.93,0.028,0.001,34.99,5.28,0.3015,0
26.0,Female,South,1,648.86,609.99,5.27,12,102,Beauty,1,Email,11,74.33,66.23,0.174,0.031,52.77,6.31,0.2941,0
42.0,Male,North,5,6276.59,1208.99,2.37,13,617,Books,3,Email,5,70.35,60.13,0.238,0.068,51.6,21.35,0.2431,0
38.0,Male,North,2,2606.78,1269.39,3.29,16,168,Grocery,2,Email,2,54.1,35.92,0.072,0.011,44.72,9.56,0.3571,0
34.0,Male,North,3,3815.93,1359.67,2.3,85,131,Books,2,Push,0,15.73,11.48,0.006,0.001,33.83,21.59,0.687,0
30.0,Male,Central,1,2086.58,2197.86,9.64,179,735,Electronics,1,SMS,0,12.2,17.74,0.015,0.001,30.55,22.08,0.0408,0
42.0,Male,Central,7,6118.2,863.1,1.23,14,331,Grocery,2,WhatsApp,4,57.93,52.3,0.177,0.051,50.93,15.56,0.6344,0
23.0,Male,East,7,37284.99,4785.97,2.82,79,426,Beauty,2,SMS,1,14.55,29.4,0.014,0.004,38.62,36.6,0.493,0
68.0,Female,East,6,17836.77,3040.09,2.15,22,391,Electronics,3,WhatsApp,9,66.65,52.41,0.243,0.052,52.94,26.79,0.4604,0
41.0,Male,South,6,16447.8,2607.79,2.57,30,455,Home,3,Email,9,58.73,69.16,0.152,0.049,53.08,31.8,0.3956,0
41.0,Female,East,1,1762.46,2049.4,3.18,60,278,Home,1,SMS,2,24.75,38.33,0.033,0.01,35.63,28.71,0.1079,0
30.0,Female,West,2,4405.7,2138.39,4.29,22,337,Grocery,1,Push,5,55.81,47.82,0.171,0.046,46.35,18.76,0.178,0
63.0,Male,North,4,3557.63,885.87,2.9,22,691,Toys,2,Email,3,26.25,26.6,0.038,0.007,40.93,18.27,0.1737,0
27.0,Male,Central,2,4818.11,2276.11,2.08,5,1110,Beauty,2,Email,8,64.69,60.93,0.184,0.05,52.99,17.33,0.0541,0
31.0,Male,South,13,29089.16,2027.8,5.36,3,483,Fashion,5,SMS,70,100.0,100.0,0.49,0.245,68.68,28.28,0.8075,1
34.0,Male,North,1,1694.58,1699.29,2.77,51,349,Grocery,1,Push,5,47.13,38.04,0.116,0.015,43.61,13.82,0.086,0
55.0,Male,South,11,32840.36,2797.5,3.43,16,432,Sports,4,Email,19,71.51,85.37,0.422,0.204,62.35,35.89,0.7639,1
51.0,Male,South,7,8314.01,1178.06,1.07,11,665,Sports,3,Email,15,69.39,74.21,0.184,0.02,57.13,13.36,0.3158,0
,Female,Central,1,1475.33,1552.12,2.61,16,420,Fashion,1,Push,5,52.55,47.39,0.06,0.009,44.8,22.22,0.0714,0
39.0,Male,South,6,13872.7,2288.94,2.75,24,950,Grocery,2,Email,9,61.56,58.33,0.147,0.029,52.85,18.54,0.1895,0
,Male,North,1,2953.43,2622.98,1.29,51,767,Electronics,1,Email,4,25.56,27.59,0.013,0.001,36.1,15.74,0.0391,0
33.0,Female,South,10,49257.77,5302.52,4.33,36,833,Beauty,3,WhatsApp,3,47.6,64.81,0.194,0.072,52.7,38.82,0.3601,0
48.0,,East,1,1258.12,1271.5,1.65,32,390,Books,1,Call,5,46.96,43.02,0.082,0.023,42.75,15.75,0.0769,0
49.0,Male,Central,4,7026.75,1760.76,3.33,7,344,Electronics,3,WhatsApp,8,84.14,72.25,0.504,0.167,56.74,17.39,0.3488,0
38.0,Male,North,2,1474.9,676.9,2.46,16,1053,Grocery,2,Email,3,20.99,31.38,0.035,0.006,41.58,13.68,0.057,0
49.0,Female,South,5,7524.62,1452.64,2.57,25,298,Fashion,2,Email,1,26.36,32.9,0.044,0.008,40.93,20.86,0.5034,0
55.0,Female,West,0,0.0,0.0,0.0,854,854,,0,SMS,2,22.95,21.23,0.029,0.003,16.63,18.99,0.0,0
25.0,Other,East,3,2935.96,965.27,1.0,46,888,Toys,3,WhatsApp,16,64.31,67.27,0.223,0.058,52.19,10.02,0.1014,0
55.0,Female,West,3,1749.91,580.79,3.25,20,570,Fashion,2,Email,4,47.78,34.26,0.163,0.036,45.41,15.92,0.1579,0
41.0,Male,East,1,1183.72,1210.56,4.61,70,519,Beauty,1,SMS,0,18.44,20.94,0.0,0.0,33.73,25.98,0.0578,0
37.0,Male,West,6,9413.63,1548.73,2.25,22,1035,Fashion,3,WhatsApp,10,76.18,71.01,0.163,0.057,56.02,30.01,0.1739,0
46.0,Female,South,3,5063.09,1829.5,3.61,30,214,Home,2,Push,4,13.73,25.15,0.019,0.005,36.96,20.54,0.4206,0
66.0,Female,Central,2,3899.29,1915.3,3.06,41,426,Home,2,WhatsApp,2,40.76,44.78,0.044,0.005,41.5,20.82,0.1408,0
43.0,Male,East,2,3417.78,1693.91,1.0,32,793,Home,2,Call,8,43.63,43.98,0.083,0.015,44.16,16.63,0.0757,0
31.0,Male,East,4,3662.35,1009.56,1.92,21,374,Home,2,Call,1,25.17,17.65,0.01,0.002,40.03,15.3,0.3209,0
45.0,Male,South,1,1254.04,1269.38,5.51,43,564,Books,1,WhatsApp,3,16.84,18.59,0.034,0.005,34.35,11.48,0.0532,0
24.0,Male,North,0,0.0,0.0,0.0,259,259,,0,Email,7,67.18,63.16,0.411,0.099,44.33,6.97,0.0,0
43.0,Male,Central,0,0.0,0.0,0.0,210,210,,0,Push,13,63.22,66.56,0.268,0.072,44.49,13.25,0.0,0
38.0,Female,North,0,0.0,0.0,0.0,724,724,,0,Email,9,52.32,57.07,0.141,0.042,27.31,28.47,0.0,0
28.0,Male,South,1,1121.1,1064.3,3.91,17,1498,Books,1,WhatsApp,4,61.47,59.44,0.182,0.047,48.06,15.88,0.02,0
46.0,Female,West,1,1380.12,1293.51,2.17,61,1092,Electronics,1,WhatsApp,0,10.88,15.57,0.004,0.001,33.88,16.66,0.0275,0
39.0,Female,South,0,0.0,0.0,0.0,1107,1107,,0,SMS,10,64.96,59.03,0.142,0.044,21.16,16.39,0.0,0
29.0,Male,Central,4,10272.61,2557.93,2.25,42,464,Sports,2,Email,3,62.88,56.54,0.099,0.035,50.05,31.66,0.2586,0
33.0,Male,Central,2,2457.56,1236.84,2.18,8,577,Electronics,2,Email,9,69.45,59.61,0.308,0.052,49.6,11.48,0.104,0
51.0,,Central,2,17488.24,9329.6,1.29,25,182,Beauty,2,Push,7,64.84,60.39,0.118,0.026,49.15,23.79,0.3297,0
43.0,Male,West,3,4780.03,1650.88,3.05,10,463,Sports,3,Push,11,70.04,63.93,0.404,0.133,53.94,19.6,0.1944,0
26.0,Female,North,3,4376.26,1397.63,2.04,13,749,Grocery,2,Call,7,51.29,43.75,0.146,0.049,46.09,20.94,0.1202,0
41.0,Male,East,2,2197.31,1104.34,1.99,37,195,Home,2,SMS,5,60.26,54.12,0.091,0.027,46.08,22.56,0.3077,0
19.0,Male,North,0,0.0,0.0,0.0,361,361,,0,SMS,2,30.59,19.38,0.031,0.005,27.24,20.57,0.0,0
35.0,,East,2,2750.32,1388.58,3.71,13,1127,Beauty,2,Email,8,60.58,56.64,0.257,0.071,51.16,27.7,0.0532,0
21.0,Male,North,2,4583.44,2391.97,5.84,22,388,Electronics,2,SMS,1,39.37,30.41,0.074,0.016,41.15,19.98,0.1546,0
55.0,Male,East,6,26479.9,4529.54,1.62,27,396,Sports,2,Push,4,40.43,44.33,0.039,0.012,44.53,35.62,0.4545,0
31.0,Female,East,4,4906.0,1231.75,3.47,71,1332,Toys,2,SMS,6,43.84,48.81,0.101,0.021,43.24,20.73,0.0901,0
32.0,Male,South,0,0.0,0.0,0.0,114,114,,0,WhatsApp,2,26.58,24.32,0.058,0.004,34.82,6.16,0.0,0
61.0,Female,West,2,4483.14,2210.58,3.6,57,215,Grocery,2,Email,4,41.64,54.78,0.123,0.014,44.31,26.44,0.2791,0
41.0,Male,North,4,5403.51,1278.83,3.55,5,781,Fashion,2,Email,2,78.24,62.92,0.329,0.081,53.77,24.19,0.1536,0
48.0,Female,South,2,5262.09,2626.96,1.87,34,1184,Sports,1,Email,1,22.13,24.35,0.025,0.004,38.11,20.64,0.0507,0
39.0,Male,South,2,5107.49,2607.73,1.41,7,2298,Fashion,2,Email,9,44.47,50.15,0.184,0.055,46.23,17.72,0.0261,0
22.0,Female,South,0,0.0,0.0,0.0,259,259,,0,Push,8,64.97,52.82,0.286,0.034,43.37,4.31,0.0,0
20.0,Other,North,0,0.0,0.0,0.0,1200,1209,,0,WhatsApp,0,9.22,19.05,0.009,0.0,2.32,5.0,0.0,0
52.0,,North,11,36746.97,3189.87,3.87,5,110,Beauty,5,WhatsApp,20,74.62,80.03,0.577,0.314,64.14,35.71,3.0,1
23.0,Female,East,0,0.0,0.0,0.0,1021,1021,,0,Push,2,33.76,36.74,0.08,0.015,16.07,14.31,0.0,0
18.0,Male,North,3,3264.18,1068.51,2.65,62,591,Grocery,2,Call,1,31.14,41.11,0.064,0.014,39.2,29.16,0.1523,0
22.0,Male,South,1,909.37,872.87,2.29,15,106,Toys,1,SMS,6,50.58,40.74,0.122,0.014,46.02,6.76,0.283,0
33.0,Male,North,2,1832.88,916.88,2.33,17,839,Grocery,2,WhatsApp,5,34.84,39.74,0.039,0.005,41.23,10.5,0.0715,0
43.0,Male,East,7,14619.38,1971.54,3.48,45,463,Grocery,2,WhatsApp,4,45.45,72.19,0.15,0.02,48.65,27.4,0.4536,0
37.0,Female,East,3,3304.88,1097.0,3.35,75,1333,Beauty,2,WhatsApp,3,33.23,38.27,0.026,0.004,40.04,19.17,0.0675,0
42.0,Male,North,4,11273.56,2892.61,1.82,9,940,Fashion,2,SMS,10,79.11,71.94,0.468,0.2,55.48,25.92,0.1277,0
30.0,Female,North,6,8276.18,1461.06,1.82,4,203,Sports,4,Call,48,89.78,88.27,0.562,0.09,62.54,20.35,0.8867,0
30.0,Female,West,3,6548.98,2114.31,4.6,24,131,Home,2,SMS,10,70.17,68.45,0.195,0.033,51.89,18.32,0.687,0
59.0,Female,North,2,2606.07,1179.67,3.03,11,690,Electronics,2,WhatsApp,5,55.45,50.1,0.136,0.013,47.75,13.6,0.087,0
42.0,Male,East,2,2053.72,1072.88,5.41,38,648,Grocery,2,Email,8,37.56,31.9,0.097,0.012,41.55,9.42,0.0926,0
38.0,Male,Central,13,41131.46,3301.73,2.72,16,61,Home,3,SMS,14,65.49,75.38,0.386,0.189,61.72,34.54,6.3934,0
46.0,Male,East,4,17529.14,4139.5,5.51,8,359,Electronics,2,SMS,4,37.15,42.06,0.041,0.018,42.35,34.13,0.3343,0
28.0,,West,2,2055.65,1088.25,1.78,15,55,Grocery,2,Email,5,60.94,49.92,0.142,0.03,48.53,10.58,1.0909,0
28.0,Female,South,1,1016.6,983.24,3.11,11,418,Beauty,1,WhatsApp,4,35.81,39.47,0.103,0.006,41.69,10.02,0.0718,0
41.0,Female,East,2,1590.17,842.86,2.83,21,176,Home,1,Email,1,13.55,24.94,0.042,0.008,37.66,16.65,0.3409,0
52.0,Female,North,1,2497.72,2371.48,1.41,23,896,Fashion,1,Email,3,47.17,46.98,0.071,0.023,43.61,23.52,0.0335,0
18.0,Male,East,3,4589.28,1501.38,8.97,16,902,Fashion,2,Push,2,25.85,31.83,0.022,0.005,40.04,18.46,0.0998,0
,Female,North,9,12900.05,1559.68,4.89,10,270,Fashion,2,Email,18,78.36,76.74,0.489,0.127,60.98,25.66,1.0,0
35.0,Male,South,4,6326.13,1625.16,4.01,37,981,Electronics,2,WhatsApp,3,24.99,36.95,0.031,0.006,41.72,19.88,0.1223,0
44.0,Male,East,2,2855.29,1551.74,1.94,15,768,Sports,2,Call,6,47.93,52.05,0.07,0.015,45.18,19.02,0.0781,0
50.0,Male,West,5,19471.26,4081.88,2.6,12,206,Grocery,2,SMS,4,36.43,48.58,0.079,0.028,43.79,37.86,0.7282,0
51.0,Male,Central,0,0.0,0.0,0.0,337,337,,0,Call,2,25.17,25.0,0.034,0.004,28.35,14.87,0.0,0
18.0,Female,South,5,20347.4,4192.67,3.59,19,187,Electronics,2,Push,14,75.78,74.23,0.156,0.053,53.27,34.7,0.8021,0
57.0,Female,North,6,20220.92,3656.15,2.41,18,337,Books,2,Email,11,43.97,59.14,0.196,0.074,48.39,33.58,0.5341,0
27.0,Female,West,10,16518.38,1554.96,2.43,8,446,Home,3,Push,36,91.82,91.89,0.374,0.088,64.74,25.91,0.6726,0
18.0,Male,South,0,0.0,0.0,0.0,617,617,,0,Email,10,70.12,56.49,0.31,0.064,36.8,5.09,0.0,0
37.0,Female,South,4,4666.9,1145.03,4.06,7,51,Sports,2,SMS,1,43.6,59.04,0.128,0.037,48.39,20.59,2.3529,0
27.0,Female,West,2,1608.69,863.13,3.25,8,493,Beauty,2,SMS,2,60.03,61.95,0.146,0.022,49.06,15.06,0.1217,0
42.0,Female,West,0,0.0,0.0,0.0,645,645,,0,SMS,2,51.59,50.73,0.151,0.046,28.21,20.2,0.0,0
43.0,Female,East,1,1060.76,965.74,1.32,38,457,Fashion,1,SMS,0,33.04,26.75,0.052,0.006,37.74,10.33,0.0656,0
36.0,Female,North,4,10082.25,2593.94,1.62,66,210,Fashion,2,WhatsApp,0,13.31,31.66,0.016,0.002,37.15,27.82,0.5714,0
,,North,3,16954.18,5132.57,2.15,20,452,Grocery,2,WhatsApp,2,29.97,34.54,0.031,0.004,39.53,30.13,0.1991,0
39.0,Male,West,6,11578.32,2057.71,3.46,21,250,Grocery,3,Email,13,88.24,76.29,0.413,0.149,57.79,31.21,0.72,0
35.0,Male,East,2,2623.61,1275.82,4.97,24,238,Grocery,2,Email,4,57.18,54.6,0.191,0.035,47.85,16.38,0.2521,0
48.0,Male,Central,2,3489.07,1705.63,1.0,17,834,Grocery,1,WhatsApp,5,63.42,59.6,0.177,0.038,50.04,10.5,0.0719,0
42.0,Male,East,9,14570.63,1406.78,3.16,14,973,Beauty,3,SMS,11,77.81,72.39,0.167,0.062,57.08,24.34,0.2775,0
46.0,Male,North,10,36058.67,3667.81,3.31,56,330,Sports,3,Email,8,43.01,49.55,0.072,0.018,49.68,36.24,0.9091,0
54.0,Male,West,3,4066.36,1340.58,5.03,45,1545,Fashion,2,Push,4,38.0,37.62,0.059,0.006,41.76,20.93,0.0583,0
44.0,Female,South,6,15778.35,2658.47,6.17,10,278,Books,4,Push,24,89.44,83.81,0.607,0.097,60.79,25.38,0.6475,0
45.0,Male,Central,4,2618.4,683.67,2.58,10,198,Electronics,2,SMS,11,54.84,53.62,0.302,0.084,51.68,17.82,0.6061,0
65.0,Male,South,2,2199.53,1020.95,2.7,92,309,Electronics,2,Push,0,23.93,19.43,0.005,0.001,34.01,15.2,0.1942,0
74.0,Male,Central,3,8904.46,2888.87,4.14,71,398,Fashion,2,Email,0,17.55,20.62,0.015,0.004,34.93,26.88,0.2261,0
42.0,Male,North,3,2685.1,893.26,1.26,25,519,Electronics,2,Push,13,63.63,59.61,0.163,0.037,52.04,19.1,0.1734,0
,Male,North,3,5194.2,1766.86,5.1,66,85,Books,2,Email,2,31.61,38.01,0.035,0.004,39.41,24.29,1.0588,0
30.0,Male,West,1,2019.75,2118.15,1.63,28,920,Books,1,WhatsApp,5,45.39,50.11,0.143,0.049,44.1,25.09,0.0326,0
27.0,Female,South,0,0.0,0.0,0.0,777,777,,0,Push,0,4.96,22.67,0.003,0.0,13.61,23.44,0.0,0
50.0,Male,North,2,9578.79,4873.55,2.07,49,949,Fashion,2,Email,3,35.91,42.17,0.128,0.014,41.9,26.0,0.0632,0
26.0,Male,East,5,6610.14,1333.52,1.98,8,175,Electronics,2,Email,13,74.34,59.87,0.208,0.032,55.0,12.34,0.8571,0
60.0,Female,North,0,0.0,0.0,0.0,671,671,,0,Call,3,40.43,35.81,0.068,0.004,24.31,11.45,0.0,0
29.0,Female,South,2,1522.27,770.47,1.6,74,581,Beauty,2,SMS,1,26.16,29.96,0.023,0.005,36.79,19.66,0.1033,0
36.0,Female,East,4,7898.99,2138.06,1.71,49,1507,Toys,2,WhatsApp,3,47.49,34.8,0.078,0.012,44.99,20.28,0.0796,0
41.0,Male,Central,1,1229.66,1150.9,2.57,14,401,Home,1,Push,5,59.34,39.59,0.19,0.045,45.69,14.97,0.0748,0
46.0,,East,5,10207.47,1984.84,2.17,53,715,Fashion,2,Push,4,43.03,32.72,0.071,0.023,44.86,23.0,0.2098,0
48.0,Female,West,1,5990.04,6142.81,3.24,65,1126,Fashion,1,Push,3,9.37,15.3,0.032,0.007,34.28,28.86,0.0266,0
46.0,Female,South,5,9213.83,1837.72,4.02,9,369,Beauty,2,Push,10,62.19,54.27,0.251,0.109,51.49,31.2,0.4065,0
22.0,Female,North,3,8041.12,2857.49,3.76,35,900,Beauty,1,Email,2,35.06,47.25,0.059,0.012,42.22,32.64,0.1,0
51.0,Male,South,2,1744.26,934.01,1.07,20,897,Electronics,2,Call,1,55.37,45.85,0.117,0.024,47.34,8.57,0.0669,0
55.0,Female,South,0,0.0,0.0,0.0,361,361,,0,Push,2,28.66,30.43,0.099,0.011,29.2,9.52,0.0,0
38.0,Male,East,5,6816.35,1320.18,2.51,3,422,Books,2,WhatsApp,17,76.5,77.67,0.464,0.103,57.02,17.53,0.3555,0
38.0,Female,Central,3,7933.87,2513.35,1.0,5,607,Grocery,3,Push,10,63.27,61.4,0.2,0.042,52.29,21.27,0.1483,0
52.0,Female,North,1,837.04,839.47,1.91,51,952,Toys,1,WhatsApp,4,48.42,56.96,0.089,0.019,41.83,17.68,0.0315,0
44.0,Male,South,3,3312.24,1124.75,2.42,25,1936,Toys,2,Push,6,54.49,54.66,0.164,0.037,48.93,14.81,0.0465,0
49.0,Male,South,5,5706.51,1148.45,1.0,5,1168,Home,3,SMS,22,81.11,84.4,0.414,0.151,58.78,17.32,0.1284,0
33.0,Female,East,10,18820.75,1838.58,1.62,5,279,Grocery,4,WhatsApp,16,67.29,74.94,0.24,0.05,60.37,25.85,1.0753,0
25.0,Female,East,3,2619.29,816.09,1.23,5,719,Home,2,WhatsApp,11,89.14,67.62,0.291,0.065,56.73,8.52,0.1252,0
53.0,Male,South,15,70332.38,4700.29,3.6,25,277,Fashion,2,Email,6,64.22,73.06,0.218,0.115,60.12,40.65,1.6245,1
50.0,Male,Central,3,4917.84,1676.19,5.74,22,182,Beauty,2,Email,0,44.16,38.7,0.082,0.022,42.77,20.5,0.4945,0
48.0,,South,6,22004.99,3527.97,2.84,21,147,Toys,3,Email,9,68.45,68.4,0.137,0.062,53.32,30.94,1.2245,0
35.0,Male,South,6,6055.31,1032.66,3.08,3,58,Sports,3,WhatsApp,9,78.84,75.03,0.356,0.069,59.84,14.72,3.1034,0
48.0,Male,North,4,8075.89,2006.28,3.86,10,213,Electronics,3,Call,10,74.72,65.33,0.348,0.151,52.2,26.07,0.5634,0
43.0,Female,South,4,8246.33,2248.44,2.2,23,493,Electronics,2,Push,5,31.75,38.38,0.049,0.011,41.6,21.49,0.2434,0
56.0,Male,West,8,18264.52,2396.79,2.78,16,132,Electronics,2,SMS,4,58.34,51.62,0.204,0.08,51.16,29.16,1.8182,0
37.0,Female,Central,4,4405.34,1016.58,2.2,12,544,Grocery,3,Push,4,70.42,78.6,0.288,0.078,53.19,18.28,0.2206,0
31.0,Male,South,7,32161.0,4316.26,2.7,14,564,Electronics,2,WhatsApp,4,49.12,66.98,0.114,0.033,51.24,34.91,0.3723,0
40.0,Male,East,1,1047.08,1035.46,1.0,5,661,Toys,1,Push,18,68.39,50.34,0.234,0.042,51.12,7.41,0.0454,0
44.0,,South,2,2978.77,1549.76,1.29,28,601,Toys,2,WhatsApp,3,32.13,37.46,0.048,0.013,41.33,29.02,0.0998,0
35.0,Male,Central,3,4155.13,1454.93,5.41,23,241,Electronics,2,Push,6,43.43,44.15,0.094,0.022,45.11,21.43,0.3734,0
46.0,Male,North,0,0.0,0.0,0.0,644,644,,0,Email,4,52.8,57.79,0.177,0.022,31.45,10.61,0.0,0
36.0,Female,East,9,54551.97,5934.3,1.32,17,218,Beauty,3,Email,13,56.34,61.88,0.267,0.117,54.27,38.25,1.2385,0
52.0,Male,North,8,16821.35,2178.04,3.62,21,312,Books,3,Email,2,33.25,47.15,0.096,0.022,45.94,35.55,0.7692,0
47.0,,North,0,0.0,0.0,0.0,559,559,,0,Push,0,11.64,9.29,0.005,0.0,18.42,4.47,0.0,0
19.0,Female,North,0,0.0,0.0,0.0,455,455,,0,WhatsApp,0,2.42,9.93,0.0,0.0,20.23,21.76,0.0,0
22.0,Female,South,8,17002.13,2037.37,2.73,15,409,Fashion,3,Email,7,50.1,57.01,0.183,0.076,50.34,27.78,0.5868,0
34.0,Female,West,4,5734.31,1588.18,4.15,15,279,Grocery,2,Push,8,55.0,46.15,0.117,0.033,49.04,24.69,0.4301,0
49.0,Male,East,5,29678.08,5967.62,3.3,30,880,Fashion,2,SMS,3,46.51,47.31,0.113,0.047,46.5,34.55,0.1705,0
46.0,,East,10,16417.63,1707.75,2.62,35,576,Books,3,Push,3,52.29,53.47,0.217,0.054,51.96,32.46,0.5208,0
72.0,,West,10,13198.65,1298.05,2.82,1,156,Grocery,3,Email,20,77.85,72.52,0.363,0.081,62.51,23.42,1.9231,0
57.0,Male,Central,1,1990.75,1958.73,3.03,41,163,Fashion,1,Email,8,41.4,48.44,0.069,0.032,41.1,36.4,0.184,0
41.0,Female,North,3,7474.37,2668.78,3.5,8,286,Fashion,2,SMS,7,53.7,62.75,0.309,0.132,49.8,29.18,0.3147,0
45.0,Male,West,4,5395.37,1391.26,8.45,4,1823,Electronics,3,WhatsApp,15,86.05,80.72,0.367,0.133,58.25,16.84,0.0658,0
18.0,Other,East,0,0.0,0.0,0.0,184,184,,0,Push,1,27.02,22.12,0.052,0.01,33.28,14.61,0.0,0
26.0,Female,North,13,54716.44,4061.92,4.42,7,236,Beauty,5,Push,18,87.08,72.23,0.411,0.18,65.3,34.28,1.6525,0
18.0,Male,West,4,6445.94,1571.1,2.65,16,536,Home,3,Call,12,75.09,69.73,0.323,0.078,54.4,12.84,0.2239,0
,Female,East,1,1644.59,1885.19,2.93,34,996,Beauty,1,WhatsApp,5,48.68,49.85,0.112,0.017,42.62,16.06,0.0301,0
38.0,Male,Central,0,0.0,0.0,0.0,668,668,,0,Push,3,9.14,11.54,0.0,0.0,15.51,17.62,0.0,0
45.0,Male,West,4,3918.71,1004.68,3.72,27,93,Toys,2,SMS,19,70.7,82.38,0.239,0.042,56.39,23.75,1.2903,0
25.0,Male,Central,4,8122.28,1860.38,2.35,5,157,Beauty,3,SMS,18,86.22,67.92,0.561,0.245,58.55,18.55,0.7643,0
31.0,Male,East,1,1122.76,1086.98,1.0,16,644,Toys,1,Push,3,30.47,34.54,0.106,0.016,40.37,8.52,0.0466,0
32.0,Male,South,13,37558.08,2808.24,1.25,2,1231,Sports,4,Email,24,84.31,85.0,0.51,0.088,65.65,32.69,0.3168,1
53.0,Male,South,0,0.0,0.0,0.0,327,327,,0,Email,1,12.35,18.02,0.015,0.002,26.51,16.01,0.0,0
58.0,Female,West,18,97918.5,5193.2,3.86,17,1614,Home,4,WhatsApp,5,63.95,64.58,0.14,0.061,60.36,41.1,0.3346,1
24.0,Male,North,6,8375.87,1556.02,1.62,29,207,Electronics,2,Call,6,45.46,56.64,0.135,0.025,47.5,23.51,0.8696,0
55.0,Male,Central,1,1521.53,1482.95,2.48,59,920,Books,1,Email,2,15.01,35.52,0.015,0.003,35.54,31.3,0.0326,0
31.0,Female,West,3,7806.3,2454.83,3.12,31,863,Fashion,2,Email,6,53.16,46.1,0.067,0.01,44.65,26.57,0.1043,0
62.0,Female,South,3,11144.62,3517.65,3.14,10,617,Electronics,2,SMS,4,49.07,60.78,0.149,0.026,46.81,32.19,0.1459,0
40.0,Male,North,3,6085.0,2046.79,2.39,16,255,Books,2,SMS,3,21.74,38.21,0.035,0.004,38.89,25.91,0.3529,0
52.0,Other,South,3,6286.96,2243.13,2.55,38,154,Beauty,3,WhatsApp,7,60.48,66.51,0.283,0.065,51.22,22.71,0.5844,0
